bedType,bed,roomType,view,master_room_type,,room_name,stt
,king ,Deluxe,,Deluxe,,Deluxe King Bed Smoking,2
,king ,Deluxe,,Deluxe,,Deluxe King Bed With Balcony,2
,king ,Deluxe,,Deluxe,,Deluxe King Bed With Jacuzzi,2
,king ,Deluxe,,Deluxe,,Deluxe King Bedroom,2
,king ,Deluxe,city ,Deluxe,,Deluxe King Bedroom : Siam City,2
,king ,Deluxe,,Deluxe,,Deluxe King Garden View,2
,king ,Deluxe,,Deluxe,,Deluxe King Harbor View,2
,king ,Deluxe,,Deluxe,,Deluxe King Ocean View,2
twin ,king ,Deluxe,,Deluxe,,Deluxe King Or Twin,2
twin ,king ,Deluxe,,Deluxe,,Deluxe King Or Twin Bed,2
twin ,king ,Deluxe,,Deluxe,,Deluxe King Or Twin Room,2
twin ,king ,Deluxe,,Deluxe,,Deluxe King Or Twin Room- Internal View,2
,king ,Deluxe,,Deluxe,,Deluxe King Room,2
,king ,Deluxe,,Deluxe,,Deluxe King Room - Non-Smoking,2
,king ,Deluxe,,Deluxe,,Deluxe King Room Best Unrestricted Rate,2
,king ,Deluxe,,Deluxe,,Deluxe King Room With Balcony,2
,king ,Deluxe,,Deluxe,,Deluxe King Sky View,2
,king ,Deluxe,,Deluxe,,Deluxe King Smoking,2
,king ,Deluxe,,Deluxe,,Deluxe King Terrace,2
,king ,Deluxe,,Deluxe,,Deluxe King With Jacuzzi,2
twin ,king ,Deluxe,,Deluxe,,Deluxe King/Twin,2
,,Deluxe,,Deluxe,,Deluxe Kl Tower View Room,2
,,Deluxe,,Deluxe,,Deluxe Klcc View,2
,,Deluxe,Lake ,Deluxe,,Deluxe Lake View,2
double ,,Deluxe,Lake ,Deluxe,,Deluxe Lakeview Double,2
,,Deluxe,,Deluxe,,Deluxe Loft,2
,,Deluxe,,Deluxe,,Deluxe Marina,2
,,Deluxe,,Deluxe,,Deluxe Mayfair Room,2
,,Deluxe,,Deluxe,,Deluxe Mayfair Room - Max. 3 Pax In Total,2
,,Deluxe,,Deluxe,,Deluxe Mode,2
,,Deluxe,,Deluxe,,Deluxe Mode Room.,2
,,Deluxe,,Deluxe,,Deluxe Nest,2
,,Deluxe,,Deluxe,,Deluxe New Wing,2
,,Deluxe,,Deluxe,,Deluxe No View,2
,king ,Deluxe,,Deluxe,,Deluxe No Window King Bed,2
,,Deluxe,,Deluxe,,Deluxe Non-Smoking Room,2
,,Deluxe,,Deluxe,,Deluxe One Bed,2
,,Deluxe,,Deluxe,,Deluxe One Bedroom,2
,,Deluxe,,Deluxe,,Deluxe Opened Window,2
,king ,Deluxe,,Deluxe,,Deluxe Oriental Room King Bed,2
,,Deluxe,,Deluxe,,Deluxe Panoramic View,2
,,Deluxe,,Deluxe,,Deluxe Park View,2
,king ,Deluxe,,Deluxe,,Deluxe Park View King,2
,king ,Deluxe,,Deluxe,,Deluxe Park View Room King,2
twin ,,Deluxe,,Deluxe,,Deluxe Park View Room Twin,2
,,Deluxe,,Deluxe,,Deluxe Plus,2
double ,,Deluxe,,Deluxe,,Deluxe Plus Double Room,2
,,Deluxe,,Deluxe,,Deluxe Plus Included Breakfast,2
,,Deluxe,,Deluxe,,Deluxe Plus Park View Room,2
,,Deluxe,,Deluxe,,Deluxe Plus Room,2
,,Deluxe,,Deluxe,,Deluxe Plus Room Only,2
,,Deluxe,city ,Deluxe,,Deluxe Plus With City View,2
,,Deluxe,,Deluxe,,Deluxe Plus With Minibar,2
,,Deluxe,,Deluxe,,Deluxe Pool Access,2
,,Deluxe,,Deluxe,,Deluxe Pool Access (Incl Roundtrip Transfer),2
,,Deluxe,,Deluxe,,Deluxe Pool Access.,2
,king ,Deluxe,,Deluxe,,Deluxe Pool King,2
,,Deluxe,,Deluxe,,Deluxe Pool Side,2
twin ,,Deluxe,,Deluxe,,Deluxe Pool Twin,2
,,Deluxe,,Deluxe,,Deluxe Pool View,2
,king ,Deluxe,,Deluxe,,Deluxe Pool View King,2
twin ,,Deluxe,,Deluxe,,Deluxe Pool View Twin Room,2
,,Deluxe,,Deluxe,,Deluxe Pool View Upper Floor,2
,,Deluxe,,Deluxe,,Deluxe Pool View With One Way Transfer To Airport,2
,,Deluxe,,Deluxe,,Deluxe Poolside 2 Bedroom,2
,queen ,Deluxe,,Deluxe,,Deluxe Queen - No Window,2
,queen ,Deluxe,,Deluxe,,Deluxe Queen (Window),2
,queen ,Deluxe,,Deluxe,,Deluxe Queen Bed,2
,queen ,Deluxe,,Deluxe,,Deluxe Queen Bedroom,2
,queen ,Deluxe,,Deluxe,,Deluxe Queen No View,2
,queen ,Deluxe,,Deluxe,,Deluxe Queen No Window,2
twin ,queen ,Deluxe,,Deluxe,,Deluxe Queen Or Twin,2
,queen ,Deluxe,,Deluxe,,Deluxe Queen Room With Window,2
,queen ,Deluxe,,Deluxe,,Deluxe Queen Room Without Window,2
,queen ,Deluxe,,Deluxe,,Deluxe Queen With Window,2
twin ,queen ,Deluxe,,Deluxe,,Deluxe Queen/Twin,2
,,Deluxe,,Deluxe,,Deluxe Resort Room,2
,,Deluxe,,Deluxe,,Deluxe Riva (River View),2
,,Deluxe,,Deluxe,,Deluxe Riva Room,2
,,Deluxe,River,Deluxe,,Deluxe River View,2
double ,,Deluxe,River,Deluxe,,Deluxe River View Double,2
,,Deluxe,River,Deluxe,,Deluxe River View Room,2
twin ,,Deluxe,River,Deluxe,,Deluxe River View Twin,2
,,Deluxe,,Deluxe,,Deluxe Romance,2
,queen ,Deluxe,,Deluxe,,Deluxe Room - 1 Queen Sized Bed,2
,,Deluxe,,Deluxe,,Deluxe Room - Advance Purchase,2
,,Deluxe,,Deluxe,,Deluxe Room - Building C / D,2
double ,,Deluxe,,Deluxe,,Deluxe Room - Double Bed,2
,king ,Deluxe,,Deluxe,,Deluxe Room - King Bed,2
,,Deluxe,,Deluxe,,Deluxe Room - Kl Tower & Klcc View,2
,,Deluxe,,Deluxe,,Deluxe Room - Non Smoking,2
twin ,,Deluxe,,Deluxe,,Deluxe Room - Twin Bed,2
single ,queen ,Deluxe,,Deluxe,,Deluxe Room (1 Queen Or 2 Single Beds),2
,,Deluxe,,Deluxe,,Deluxe Room (20-22 Sqm),2
,,Deluxe,,Deluxe,,Deluxe Room (Breakfast For 2),2
,,Deluxe,city ,Deluxe,,"Deluxe Room (City View, Late Check Out 2pm)",2
,,Deluxe,city ,Deluxe,,Deluxe Room (City),2
double twin  ,,Deluxe,,Deluxe,,Deluxe Room (Double Or Twin With Pool View),2
double twin  ,,Deluxe,,Deluxe,,Deluxe Room (Double Or Twin),2
double twin  ,,Deluxe,,Deluxe,,Deluxe Room (Double/ Twin),2
,,Deluxe,,Deluxe,,Deluxe Room (Foc Late C/O 2pm),2
,,Deluxe,,Deluxe,,Deluxe Room (Formerly Luxury Room),2
,,Deluxe,,Deluxe,,Deluxe Room (Gold),2
,,Deluxe,,Deluxe,,Deluxe Room (Grand),2
,,Deluxe,,Deluxe,,Deluxe Room (Have 1 Or 2 Windows),2
,,Deluxe,,Deluxe,,Deluxe Room (Incl Round Trip Transfer),2
,,Deluxe,,Deluxe,,Deluxe Room (Internal Window),2
,king ,Deluxe,,Deluxe,,Deluxe Room (King Bed),2
,,Deluxe,,Deluxe,,Deluxe Room (Kl Tower),2
,,Deluxe,,Deluxe,,Deluxe Room (Klcc View),2
,,Deluxe,,Deluxe,,Deluxe Room (Late Check-Out At 2pm),2
,,Deluxe,,Deluxe,,Deluxe Room (Max 2 Adults),2
,,Deluxe,,Deluxe,,Deluxe Room (New Wing),2
,,Deluxe,,Deluxe,,Deluxe Room (Newly Renovated),2
,,Deluxe,,Deluxe,,Deluxe Room (No Window),2
double ,,Deluxe,,Deluxe,,Deluxe Room (No Window) Double Bed,2
,,Deluxe,,Deluxe,,"Deluxe Room (No-Window, Package)",2
,,Deluxe,,Deluxe,,Deluxe Room (No-Window),2
,,Deluxe,,Deluxe,,Deluxe Room (Quiet),2
,,Deluxe,,Deluxe,,Deluxe Room (Riva),2
,,Deluxe,River,Deluxe,,"Deluxe Room (River View, Late Check Out 2pm)",2
,,Deluxe,River,Deluxe,,Deluxe Room (River),2
,,Deluxe,,Deluxe,,Deluxe Room (Room Only),2
,,Deluxe,,Deluxe,,Deluxe Room (Silver),2
,,Deluxe,,Deluxe,,Deluxe Room (Skyline),2
,,Deluxe,,Deluxe,,Deluxe Room (Tower Wing),2
,,Deluxe,,Deluxe,,Deluxe Room (Two Bed),2
,,Deluxe,,Deluxe,,Deluxe Room (Window),2
,,Deluxe,,Deluxe,,Deluxe Room (Windows Subject To Availability ),2
,,Deluxe,,Deluxe,,Deluxe Room (With Church View),2
,,Deluxe,,Deluxe,,Deluxe Room (With Window),2
,,Deluxe,,Deluxe,,Deluxe Room (Ying Hua),2
,,Deluxe,,Deluxe,,Deluxe Room / A2 / B9,2
,,Deluxe,,Deluxe,,Deluxe Room / D11,2
,,Deluxe,,Deluxe,,Deluxe Room 1,2
,,Deluxe,,Deluxe,,Deluxe Room Airport View,2
,,Deluxe,,Deluxe,,Deluxe Room Breakfast,2
,,Deluxe,city ,Deluxe,,Deluxe Room City View,2
double ,,Deluxe,,Deluxe,,Deluxe Room Double Bed,2
,,Deluxe,,Deluxe,,Deluxe Room Foc Late C/O 2pm,2
,,Deluxe,,Deluxe,,Deluxe Room Hot Deal,2
,,Deluxe,,Deluxe,,Deluxe Room Kallang,2
,king ,Deluxe,,Deluxe,,Deluxe Room King,2
,king ,Deluxe,,Deluxe,,Deluxe Room King Bed,2
twin ,king ,Deluxe,,Deluxe,,Deluxe Room King Or Twin,2
,,Deluxe,,Deluxe,,Deluxe Room Marina,2
,,Deluxe,,Deluxe,,Deluxe Room No View,2
,,Deluxe,,Deluxe,,Deluxe Room No Window,2
,,Deluxe,,Deluxe,,Deluxe Room Only,2
,,Deluxe,,Deluxe,,Deluxe Room Only + One Way Shuttle Transfer,2
,,Deluxe,,Deluxe,,Deluxe Room Only No Transfer,2
,,Deluxe,,Deluxe,,Deluxe Room Terrace View,2
twin ,,Deluxe,,Deluxe,,Deluxe Room Twin,2
twin ,,Deluxe,,Deluxe,,Deluxe Room Twin Beds,2
,,Deluxe,,Deluxe,,Deluxe Room West Wing (New),2
,,Deluxe,,Deluxe,,Deluxe Room With 2 Hours Airport Lounge Access,2
single ,,Deluxe,,Deluxe,,Deluxe Room With 2 Single Beds,2
,,Deluxe,,Deluxe,,Deluxe Room With Balcony,2
,,Deluxe,,Deluxe,,Deluxe Room With Balcony - Non-Smoking,2
,,Deluxe,,Deluxe,,Deluxe Room With Balcony - Smoking,2
,,Deluxe,,Deluxe,,Deluxe Room With Bathroom,2
double ,,Deluxe,,Deluxe,,Deluxe Room With Double Bed,2
,,Deluxe,,Deluxe,,Deluxe Room With External Private Bathroom,2
,,Deluxe,,Deluxe,,Deluxe Room With Free Wi-Fi,2
,,Deluxe,,Deluxe,,Deluxe Room With No Window,2
,,Deluxe,,Deluxe,,Deluxe Room With One Way Airport Transfer,2
,,Deluxe,,Deluxe,,Deluxe Room With Round Trip Airport Transfer,2
,,Deluxe,,Deluxe,,Deluxe Room With View,2
,,Deluxe,,Deluxe,,Deluxe Room With Wi-Fi Access,2
,,Deluxe,,Deluxe,,Deluxe Room With Window,2
,,Deluxe,,Deluxe,,Deluxe Room Without Balcony,2
,,Deluxe,,Deluxe,,Deluxe Room Without Breakfast,2
,,Deluxe,,Deluxe,,Deluxe Room Without Window,2
,,Deluxe,,Deluxe,,"Deluxe Room, 1 Bedroom",2
,,Deluxe,,Deluxe,,"Deluxe Room, 1 Bedroom (70sqm)",2
,,Deluxe,,Deluxe,,"Deluxe Room, 1 Bedroom, Kitchen",2
,,Deluxe,city ,Deluxe,,"Deluxe Room, 1 Bedroom, Private Bathroom, City View",2
,,Deluxe,,Deluxe,,"Deluxe Room, 1 Bedroom, Private Bathroom, Tower",2
double ,,Deluxe,city ,Deluxe,,"Deluxe Room, 1 Double Bed, City View",2
double ,,Deluxe,city ,Deluxe,,"Deluxe Room, 1 Double Or 2 Sing Beds, City View",2
double twin  ,,Deluxe,,Deluxe,,"Deluxe Room, 1 Double Or 2 Twin Beds",2
double twin  ,,Deluxe,city ,Deluxe,,"Deluxe Room, 1 Double Or 2 Twin Beds, City View",2
double twin  ,,Deluxe,Lake ,Deluxe,,"Deluxe Room, 1 Double Or 2 Twin Beds, Lake View",2
twin ,,Deluxe,,Deluxe,,"Deluxe Room, 1 Full Or 2 Twin Beds",2
,king ,Deluxe,,Deluxe,,"Deluxe Room, 1 King Bed (Grand)",2
,king ,Deluxe,city ,Deluxe,,"Deluxe Room, 1 King Bed, Balcony, City View",2
,king ,Deluxe,city ,Deluxe,,"Deluxe Room, 1 King Bed, City View",2
,king ,Deluxe,,Deluxe,,"Deluxe Room, 1 King Bed, Corner",2
,king ,Deluxe,,Deluxe,,"Deluxe Room, 1 King Bed, Ensuite",2
,king ,Deluxe,,Deluxe,,"Deluxe Room, 1 King Bed, Kitchenette (Bathtub)",2
,king ,Deluxe,Lake ,Deluxe,,"Deluxe Room, 1 King Bed, Lake View",2
,king ,Deluxe,,Deluxe,,"Deluxe Room, 1 King Bed, No Windows",2
,king ,Deluxe,,Deluxe,,"Deluxe Room, 1 King Bed, Non Smoking",2
,king ,Deluxe,Ocean,Deluxe,,"Deluxe Room, 1 King Bed, Ocean View",2
,king ,Deluxe,River,Deluxe,,"Deluxe Room, 1 King Bed, River View",2
,king ,Deluxe,,Deluxe,,"Deluxe Room, 1 King Bed, Smoking",2
,king queen ,Deluxe,,Deluxe,,"Deluxe Room, 1 King Or 1 Queen Bed",2
double ,king ,Deluxe,Lake ,Deluxe,,"Deluxe Room, 1 King Or 2 Double Beds, Lake View",2
single twin ,king ,Deluxe,,Deluxe,,"Deluxe Room, 1 King Or 2 Twin/Single Bed(S), Mi Ni Fridge, 30sqm/323sqft, Wirele",2
,king ,Deluxe,,Deluxe,,"Deluxe Room, 1 King Size Bed",2
,queen ,Deluxe,,Deluxe,,"Deluxe Room, 1 Queen Bed",2
,queen ,Deluxe,,Deluxe,,"Deluxe Room, 1 Queen Bed, Balcony",2
,queen ,Deluxe,,Deluxe,,"Deluxe Room, 1 Queen Bed, No View",2
,,Deluxe,,Deluxe,,"Deluxe Room, 2 Bedrooms",2
,,Deluxe,,Deluxe,,"Deluxe Room, 2 Bedrooms, Kitchenette (Bathtub)",2
double ,,Deluxe,,Deluxe,,"Deluxe Room, 2 Double Beds",2
double ,,Deluxe,,Deluxe,,"Deluxe Room, 2 Double Beds (Grand)",2
double ,,Deluxe,,Deluxe,,"Deluxe Room, 2 Double Beds, Smoking",2
,queen ,Deluxe,,Deluxe,,"Deluxe Room, 2 Queen Beds",2
twin ,,Deluxe,,Deluxe,,"Deluxe Room, 2 Twin Beds (Grand)",2
twin ,,Deluxe,city ,Deluxe,,"Deluxe Room, 2 Twin Beds, City View",2
twin ,,Deluxe,,Deluxe,,"Deluxe Room, 2 Twin Beds, Non Smoking",2
,,Deluxe,,Deluxe,,"Deluxe Room, Balcony",2
,,Deluxe,city ,Deluxe,,"Deluxe Room, Balcony, City View",2
,,Deluxe,Garden,Deluxe,,"Deluxe Room, Balcony, Garden View",2
,,Deluxe,,Deluxe,,"Deluxe Room, Bathtub",2
,,Deluxe,,Deluxe,,"Deluxe Room, Canal View",2
,,Deluxe,city ,Deluxe,,"Deluxe Room, City View",2
double ,king ,Deluxe,city ,Deluxe,,"Deluxe Room, City View (1 King Or 2 Double Beds)",2
single ,,Deluxe,city ,Deluxe,,"Deluxe Room, City View (2 Single Beds)",2
,,Deluxe,city ,Deluxe,,"Deluxe Room, City View (Different Degree Room)",2
,,Deluxe,city ,Deluxe,,"Deluxe Room, City View (Free Late Checkout Until 2pm)",2
,,Deluxe,city ,Deluxe,,"Deluxe Room, City View (Free Wet Laundry 2 Pieces Per Day)",2
,king ,Deluxe,city ,Deluxe,,"Deluxe Room, City View (King Bed)",2
,,Deluxe,city ,Deluxe,,"Deluxe Room, City View (Late C/O 2pm)",2
,,Deluxe,city ,Deluxe,,"Deluxe Room, City View (With Window)",2
,,Deluxe,city ,Deluxe,,"Deluxe Room, City View, Corner",2
,,Deluxe,,Deluxe,,"Deluxe Room, Connecting Rooms",2
,,Deluxe,,Deluxe,,"Deluxe Room, Corner",2
double ,,Deluxe,,Deluxe,,"Deluxe Room, Double Bed",2
,,Deluxe,Garden,Deluxe,,"Deluxe Room, Garden View",2
,,Deluxe,,Deluxe,,"Deluxe Room, Garden/Sea View",2
,king ,Deluxe,,Deluxe,,"Deluxe Room, King Bed",2
,,Deluxe,Lake ,Deluxe,,"Deluxe Room, Lake View",2
,,Deluxe,,Deluxe,,"Deluxe Room, Newly Refreshed",2
,,Deluxe,,Deluxe,,"Deluxe Room, No Tv",2
,,Deluxe,,Deluxe,,"Deluxe Room, No Windows",2
,,Deluxe,,Deluxe,,"Deluxe Room, Non Smoking",2
,,Deluxe,,Deluxe,,"Deluxe Room, Non Smoking, Balcony",2
,,Deluxe,city ,Deluxe,,"Deluxe Room, Non Smoking, City View",2
,,Deluxe,,Deluxe,,"Deluxe Room, Park View",2
,,Deluxe,,Deluxe,,"Deluxe Room, Pool View",2
,,Deluxe,River,Deluxe,,"Deluxe Room, River View",2
twin ,king ,Deluxe,Sea,Deluxe,,"Deluxe Room, Sea View (King Or Twin)",2
,,Deluxe,,Deluxe,,"Deluxe Room, Shower",2
,,Deluxe,,Deluxe,,"Deluxe Room, Smoking",2
twin ,,Deluxe,,Deluxe,,"Deluxe Room, Twin Bed",2
twin ,,Deluxe,,Deluxe,,"Deluxe Room, Twin Beds",2
,,Deluxe,,Deluxe,,"Deluxe Room, View (Late Check Out Till 2:00pm)",2
double ,,Deluxe,,Deluxe,,Deluxe Room( 2 Double Beds),2
,,Deluxe,,Deluxe,,Deluxe Rooms,2
single ,king ,Deluxe,city ,Deluxe,,"Deluxe Rooms, 1 King Or 2 Single Beds, City View",2
,,Deluxe,,Deluxe,,Deluxe Royal,2
,,Deluxe,,Deluxe,,Deluxe S/D,2
,king ,Deluxe,Sea,Deluxe,,Deluxe Sea View Room With King Bed,2
twin ,,Deluxe,Sea,Deluxe,,Deluxe Sea View Room With Twin Bed,2
,,Deluxe,,Deluxe,,Deluxe Silver,2
single ,king ,Deluxe,,Deluxe,,"Deluxe Single Room, 1 King Bed",2
,king ,Deluxe,,Deluxe,,"Deluxe Sketch, 1 King Bed",2
,,Deluxe,,Deluxe,,Deluxe Sky Zone,2
,king ,Deluxe,,Deluxe,,Deluxe Skyline View King,2
,,Deluxe,,Deluxe,,Deluxe Smoking Room,2
,,Deluxe,,Deluxe,,Deluxe Space Zone,2
,,Deluxe,,Deluxe,,Deluxe Special,2
,king ,Deluxe,,Deluxe,,Deluxe Splendour Room King Bed,2
,,Deluxe,,Deluxe,,Deluxe Standard  Room,2
,,Deluxe,,Deluxe,,Deluxe Star,2
,,Deluxe,,Deluxe,,Deluxe Star Zone,2
,,Deluxe,,Deluxe,,Deluxe Star Zone - Free Round Trip Transfer To Airport,2
,,Deluxe,,Deluxe,,Deluxe Star Zone - Room Only,2
,,Deluxe,,Deluxe,,Deluxe Street View,2
,,Deluxe,,Deluxe,,Deluxe Suites,2
,,Deluxe,,Deluxe,,Deluxe Suites ( 1 Bedroom ),2
,,Deluxe,,Deluxe,,Deluxe Suites.,2
,king ,Deluxe,,Deluxe,,Deluxe Super - King,2
,,Deluxe,,Deluxe,,Deluxe Terrace,2
,,Deluxe,,Deluxe,,Deluxe Terrace (New Wing),2
,,Deluxe,Tower,Deluxe,,Deluxe Tower View,2
,,Deluxe,Tower,Deluxe,,Deluxe Tower View + Breakfast,2
,,Deluxe,Tower,Deluxe,,Deluxe Tower Wing,2
,,Deluxe,,Deluxe,,Deluxe Traditional Lantern View,2
,,Deluxe,,Deluxe,,Deluxe Tree Zone,2
,,Deluxe,,Deluxe,,Deluxe Tree Zone - Free Round Trip Transfer To Airport,2
,,Deluxe,,Deluxe,,Deluxe Tree Zone - Room Only,2
,,Deluxe,,Deluxe,,Deluxe Trendy,2
triple ,,Deluxe,,Deluxe,,Deluxe Triple - Non-Smoking,2
triple single ,king ,Deluxe,,Deluxe,,Deluxe Triple (1 King Bed & 1 Single Bed),2
triple ,,Deluxe,,Deluxe,,Deluxe Triple (New Wing),2
triple ,,Deluxe,,Deluxe,,Deluxe Triple Bed,2
triple ,,Deluxe,city ,Deluxe,,Deluxe Triple City View,2
triple ,,Deluxe,,Deluxe,,Deluxe Triple Non-Smoking,2
triple ,,Deluxe,,Deluxe,,Deluxe Triple Room - Non-Smoking,2
triple ,,Deluxe,,Deluxe,,Deluxe Triple Room (Foc Late C/O 2pm),2
triple ,,Deluxe,,Deluxe,,Deluxe Triple Room (Free Round Trip Transfers),2
triple ,,Deluxe,,Deluxe,,Deluxe Triple Room (Old Wing),2
triple ,,Deluxe,,Deluxe,,Deluxe Triple Room With Free Wifi,2
triple ,,Deluxe,,Deluxe,,Deluxe Triple Room With Round Trip Airport Transfer,2
triple ,,Deluxe,,Deluxe,,"Deluxe Triple Room, 1 Bedroom",2
triple ,,Deluxe,city ,Deluxe,,"Deluxe Triple Room, 1 Bedroom, City View",2
triple ,,Deluxe,,Deluxe,,"Deluxe Triple Room, Balcony",2
triple single ,,Deluxe,,Deluxe,,Deluxe Triple Single,2
triple ,,Deluxe,,Deluxe,,Deluxe Triple With Balcony,2
triple ,,Deluxe,,Deluxe,,Deluxe Triple With Breakfast,2
triple ,,Deluxe,,Deluxe,,Deluxe Triple With One Way Transfer To Airport,2
double twin  ,,Deluxe,,Deluxe,,Deluxe Twin - 2 Double Beds,2
single twin ,,Deluxe,,Deluxe,,Deluxe Twin - 2 Single Beds,2
twin ,,Deluxe,,Deluxe,,Deluxe Twin - Bed & Breakfast,2
twin ,,Deluxe,,Deluxe,,Deluxe Twin - Bunk Bed With Window,2
twin ,,Deluxe,,Deluxe,,Deluxe Twin - Non-Smoking,2
twin ,,Deluxe,,Deluxe,,Deluxe Twin (Room Only),2
twin ,,Deluxe,,Deluxe,,Deluxe Twin Bed,2
twin ,,Deluxe,city ,Deluxe,,Deluxe Twin Bed City View,2
twin ,,Deluxe,,Deluxe,,Deluxe Twin Bed Non-Smoking,2
twin ,,Deluxe,,Deluxe,,Deluxe Twin Bed Room,2
twin ,,Deluxe,,Deluxe,,Deluxe Twin Bed Room Only With Free Snack Bar 24hrs,2
twin ,,Deluxe,,Deluxe,,Deluxe Twin Bed With Balcony,2
twin ,,Deluxe,,Deluxe,,Deluxe Twin Bed With Breakfast,2
twin ,,Deluxe,,Deluxe,,Deluxe Twin Bedroom,2
twin ,,Deluxe,,Deluxe,,Deluxe Twin Beds,2
twin ,,Deluxe,city ,Deluxe,,Deluxe Twin City View,2
twin ,,Deluxe,city ,Deluxe,,Deluxe Twin City View - 35 Square Metres,2
twin ,,Deluxe,,Deluxe,,Deluxe Twin Garden View,2
twin ,,Deluxe,,Deluxe,,Deluxe Twin Included Breakfast,2
twin ,,Deluxe,,Deluxe,,Deluxe Twin No Window,2
twin ,,Deluxe,,Deluxe,,Deluxe Twin Non-Smoking,2
double twin  ,,Deluxe,,Deluxe,,Deluxe Twin Or Double,2
double twin  ,,Deluxe,,Deluxe,,Deluxe Twin Or Double With Breakfast,2
twin ,,Deluxe,,Deluxe,,Deluxe Twin Private,2
twin ,,Deluxe,,Deluxe,,Deluxe Twin Private Ensuite,2
twin ,,Deluxe,,Deluxe,,Deluxe Twin Private Room,2
single twin ,,Deluxe,,Deluxe,,"Deluxe Twin Room (2 Single Beds, With Window)",2
twin ,,Deluxe,,Deluxe,,Deluxe Twin Room (20-22 Sqm),2
twin ,,Deluxe,,Deluxe,,Deluxe Twin Room (Free Handy Mobile Phone Usage),2
twin ,,Deluxe,,Deluxe,,Deluxe Twin Room (Window),2
twin ,,Deluxe,,Deluxe,,Deluxe Twin Room (With Windows),2
twin ,,Deluxe,,Deluxe,,Deluxe Twin Room With Balcony,2
twin ,,Deluxe,,Deluxe,,Deluxe Twin Room With Bathroom,2
twin ,,Deluxe,city ,Deluxe,,Deluxe Twin Room With City View,2
twin ,,Deluxe,,Deluxe,,Deluxe Twin Room With Private Bathroom,2
twin ,,Deluxe,,Deluxe,,Deluxe Twin Room With Window,2
twin ,,Deluxe,,Deluxe,,"Deluxe Twin Room, 1 Bedroom",2
twin ,,Deluxe,city ,Deluxe,,"Deluxe Twin Room, 1 Bedroom, Balcony, City View",2
single twin ,,Deluxe,,Deluxe,,"Deluxe Twin Room, 2 Single Beds",2
twin ,,Deluxe,,Deluxe,,"Deluxe Twin Room, 2 Twin Beds",2
twin ,,Deluxe,city ,Deluxe,,"Deluxe Twin Room, 2 Twin Beds, City View",2
twin ,,Deluxe,,Deluxe,,"Deluxe Twin Room, 2 Twin Beds, Non Smoking, Balcony",2
twin ,,Deluxe,city ,Deluxe,,"Deluxe Twin Room, City View",2
twin ,,Deluxe,city ,Deluxe,,"Deluxe Twin Room, Ensuite, City View",2
twin ,,Deluxe,,Deluxe,,"Deluxe Twin Room, Jetted Tub",2
twin ,,Deluxe,Lake ,Deluxe,,"Deluxe Twin Room, Lake View",2
twin ,,Deluxe,,Deluxe,,"Deluxe Twin Room, Multiple Beds",2
single twin ,,Deluxe,,Deluxe,,"Deluxe Twin Room, No Windows (2 Single Beds)",2
twin ,,Deluxe,,Deluxe,,"Deluxe Twin Room, Non Smoking (With Window)",2
twin ,,Deluxe,River,Deluxe,,"Deluxe Twin Room, River View",2
single twin ,,Deluxe,,Deluxe,,Deluxe Twin Single,2
twin ,,Deluxe,,Deluxe,,Deluxe Twin Smoking,2
twin ,,Deluxe,Tower,Deluxe,,Deluxe Twin Tower View,2
twin ,,Deluxe,,Deluxe,,Deluxe Twin With Airport Transfer,2
twin ,,Deluxe,,Deluxe,,Deluxe Twin With Balcony,2
twin ,,Deluxe,,Deluxe,,Deluxe Twin With Breakfast,2
twin ,,Deluxe,,Deluxe,,Deluxe Twin With Private Jacuzzi,2
twin ,,Deluxe,,Deluxe,,Deluxe Twin With Spa Bath,2
twin ,,Deluxe,,Deluxe,,Deluxe Twin With View,2
twin ,,Deluxe,,Deluxe,,Deluxe Twin With Window,2
twin ,,Deluxe,,Deluxe,,Deluxe Twin With Window No View,2
double twin  ,,Deluxe,,Deluxe,,Deluxe Twin/Double,2
double twin  ,,Deluxe,,Deluxe,,Deluxe Twin/Double (New Wing),2
double twin  ,,Deluxe,,Deluxe,,Deluxe Twin/Double (Old Wing),2
,,Deluxe,,Deluxe,,Deluxe Twins,2
,,Deluxe,,Deluxe,,Deluxe Two Bedroom,2
,,Deluxe,,Deluxe,,Deluxe View Room,2
twin ,,Deluxe,,Deluxe,,Deluxe View Twin Bed,2
,,Deluxe,,Deluxe,,Deluxe Vip Room,2
,,Deluxe,,Deluxe,,Deluxe Water Chalet,2
,,Deluxe,,Deluxe,,Deluxe Window,2
,,Deluxe,,Deluxe,,Deluxe Window Room,2
,,Deluxe,,Deluxe,,Deluxe With Balcony,2
twin ,king ,Deluxe,,Deluxe,,Deluxe With Balcony (King Or Twin Beds),2
,,Deluxe,,Deluxe,,Deluxe With Balcony.,2
,,Deluxe,,Deluxe,,Deluxe With Bathtub,2
,,Deluxe,,Deluxe,,Deluxe With Bathtub No View,2
,,Deluxe,,Deluxe,,Deluxe With Breakfast + Roundtrip Shuttle Transfer,2
,,Deluxe,,Deluxe,,Deluxe With Breakfast And Wi-Fi,2
double ,,Deluxe,,Deluxe,,Deluxe With Breakfast Double Bed,2
twin ,,Deluxe,,Deluxe,,Deluxe With Breakfast Twin Bed,2
,,Deluxe,city ,Deluxe,,Deluxe With City View,2
,,Deluxe,,Deluxe,,Deluxe With Free Wi-Fi,2
