hotelType,bedType,bed,roomType,view,Master_room_type,room_name,room_master
Standart,Other,Other,Deluxe suite,Other,Deluxe suite,Deluxe Suite - 2 B/R.,
Standart,Other,king ,Deluxe suite,Other,Deluxe suite,Deluxe Suite (King Bed),
Standart,Other,Other,Deluxe suite,Other,Deluxe suite,Deluxe Suite 1-Bedroom,
Standart,single ,Other,Deluxe suite,Other,Deluxe suite,Deluxe Suite 2 Single Beds And Sofa,
Standart,Other,Other,Deluxe suite,Other,Deluxe suite,Deluxe Suite Balcony,
Standart,Other,Other,Deluxe suite,Other,Deluxe suite,Deluxe Suite Courtyard,
Standart,double ,Other,Deluxe suite,Other,Deluxe suite,Deluxe Suite Double Bed,
Standart,double ,Other,Deluxe suite,Other,Deluxe suite,Deluxe Suite Double Bed - No Window,
Standart,Other,king ,Deluxe suite,Other,Deluxe suite,Deluxe Suite King,
Standart,Other,king ,Deluxe suite,Other,Deluxe suite,Deluxe Suite King Bed And Sofa,
Standart,Other,Other,Deluxe suite,Other,Deluxe suite,Deluxe Suite Lake View,
Standart,Other,Other,Deluxe suite,Other,Deluxe suite,Deluxe Suite Limited Offer,
Standart,Other,Other,Deluxe suite,Other,Deluxe suite,Deluxe Suite Plus With Breakfast,
Standart,Other,Other,Deluxe suite,Other,Deluxe suite,Deluxe Suite Room,
Standart,twin ,Other,Deluxe suite,Other,Deluxe suite,Deluxe Suite Twin,
Standart,twin ,Other,Deluxe suite,Other,Deluxe suite,Deluxe Suite Twin Bed,
Standart,Other,Other,Deluxe suite,Other,Deluxe suite,Deluxe Suite With Breakfast,
Standart,Other,Other,Deluxe suite,Other,Deluxe suite,"Deluxe Suite With Lounge Access, High Floor",
Standart,Other,Other,Deluxe suite,Other,Deluxe suite,"Deluxe Suite, 1 Bedroom",
Standart,Other,Other,Deluxe suite,Other,Deluxe suite,"Deluxe Suite, 1 Bedroom, Corner",
Standart,Other,Other,Deluxe suite,city ,Deluxe suite,"Deluxe Suite, 1 Bedroom, Smoking, City View",
Standart,double ,Other,Deluxe suite,Other,Deluxe suite,"Deluxe Suite, 1 Double Bed",
Standart,Other,king ,Deluxe suite,Other,Deluxe suite,"Deluxe Suite, 1 King Bed, Balcony",
Standart,Other,king ,Deluxe suite,Other,Deluxe suite,"Deluxe Suite, 1 King Bed, Bathtub",
Standart,Other,king ,Deluxe suite,city ,Deluxe suite,"Deluxe Suite, 1 King Bed, Smoking, City View",
Standart,Other,Other,Deluxe suite,Other,Deluxe suite,"Deluxe Suite, 2 Bedrooms",
Standart,Other,Other,Deluxe suite,city ,Deluxe suite,"Deluxe Suite, City View",
Standart,Other,Other,Deluxe suite,Other,Deluxe suite,Deluxe Three Bedroom Suite,
Standart,triple ,Other,Deluxe suite,Other,Deluxe suite,Deluxe Triple Bed En-Suite,
Standart,Other,Other,Deluxe suite,Other,Deluxe suite,Deluxe Two Bedroom Suite,
Standart,Other,Other,Deluxe suite,Other,Deluxe suite,Deluxe Two-Bedroom Suite,
Standart,double twin ,Other,Deluxe suite,Other,Deluxe suite,Double Or Twin Deluxe Suite,
Standart,double twin ,Other,Deluxe suite,Other,Deluxe suite,Double Or Twin Grand Deluxe Suite,
Standart,double twin ,Other,Deluxe suite,Other,Deluxe suite,Double/Twin Deluxe-Suite,
Standart,Other,Other,Deluxe suite,Other,Deluxe suite,Grand Deluxe Suite,
Standart,Other,Other,Deluxe suite,Other,Deluxe suite,Grand Deluxe Suite - Non-Smoking,
Standart,Other,Other,Deluxe suite,Other,Deluxe suite,Grand Deluxe Suite - Smoking,
Standart,Other,Other,Deluxe suite,Other,Deluxe suite,Grand Deluxe Suite + Breakfast,
Standart,Other,Other,Deluxe suite,Other,Deluxe suite,One Bed Room Deluxe Suite,
Standart,Other,king ,Deluxe suite,Other,Deluxe suite,One Bedroom Deluxe King Suite,
Standart,Other,Other,Deluxe suite,Other,Deluxe suite,One Bedroom Deluxe Suite,
Standart,Other,Other,Deluxe suite,Other,Deluxe suite,Royal 2-Bedroom Suite,
family ,Other,Other,Deluxe suite,Other,Deluxe suite,Royal Family Grand Suite,
family ,Other,Other,Deluxe suite,Other,Deluxe suite,Royal Family Suite,
Standart,Other,Other,Deluxe suite,Other,Deluxe suite,Royal Suite,
Standart,Other,Other,Deluxe suite,Other,Deluxe suite,Royal Suite Room,
Standart,Other,Other,Deluxe suite,Other,Deluxe suite,Royal Suite Room Only,
Standart,double ,Other,Deluxe suite,Other,Deluxe suite,Royal Suite With Breakfast Double Bed,
Standart,twin ,Other,Deluxe suite,Other,Deluxe suite,Royal Suite With Breakfast Twin Bed,
Standart,Other,king ,Deluxe suite,Other,Deluxe suite,Super Deluxe Suite (King Bed),
Standart,Other,Other,Deluxe suite,Other,Deluxe suite,Three - Bedroom Deluxe Suite,
Standart,twin ,Other,Deluxe suite,Other,Deluxe suite,Twin Deluxe Suite,
Standart,Other,Other,Deluxe suite,Other,Deluxe suite,Two Bedroom Deluxe Suite,
Standart,Other,Other,Deluxe suite,Other,Deluxe suite,Two-Bedrooms Deluxe Suite,
Standart,Other,Other,Deluxe suite,Other,Deluxe suite,Vertigo Deluxe Suite,
Standart,Other,Other,Deluxe suite,Other,Deluxe suite,Caroline Astor Suite + Deluxe Room,
Standart,Other,Other,Deluxe suite,Other,Deluxe suite,Isanook Suite Deluxe,
Standart,Other,Other,Deluxe suite,Other,Deluxe suite,President Suite (Former Mac Deluxe Suite),
Standart,Other,Other,Deluxe suite,Other,Deluxe suite,Suite - Deluxe - Balcony,
Standart,Other,Other,Deluxe suite,city ,Deluxe suite,Suite - Deluxe - City View,
club ,Other,Other,Deluxe suite,Other,Deluxe suite,Suite - Deluxe - Club Room,
Standart,Other,Other,Deluxe suite,Other,Deluxe suite,Suite - Deluxe - Executive,
Standart,Other,Other,Deluxe suite,Other,Deluxe suite,Suite - Deluxe - Marina View,
Standart,Other,Other,Deluxe suite,Other,Deluxe suite,Suite - Deluxe - Sea View,
Standart,Other,Other,Deluxe suite,Other,Deluxe suite,Suite - Grand Deluxe,
Standart,Other,Other,Deluxe suite,Other,Deluxe suite,Suite 1 Bedroom - Deluxe,
Standart,Other,Other,Deluxe suite,Other,Deluxe suite,Suite 1 Bedroom-Deluxe-Suite,
Standart,Other,Other,Deluxe suite,Other,Deluxe suite,Suite 2 Bedroom Deluxe,
Standart,Other,Other,Deluxe suite,Other,Deluxe suite,Suite 2 Bedrooms - Deluxe,
Standart,Other,Other,Deluxe suite,Other,Deluxe suite,Suite 2 Bedrooms-Deluxe,
Standart,Other,Other,Deluxe suite,Other,Deluxe suite,Suite 3 Bedrooms - Deluxe,
club ,Other,Other,Deluxe suite,Other,Deluxe suite,Suite Club Deluxe,
Standart,Other,Other,Deluxe suite,Other,Deluxe suite,Suite Deluxe - Building A,
Standart,Other,Other,Deluxe suite,Other,Deluxe suite,Suite Deluxe 2 Bedrooms,
Standart,Other,Other,Deluxe suite,Other,Deluxe suite,Suite Deluxe Capacity 2,
Standart,Other,Other,Deluxe suite,Other,Deluxe suite,Suite Deluxe Executive Floor Suite,
Standart,Other,Other,Deluxe suite,Other,Deluxe suite,Suite Deluxe King Bed,
Standart,Other,Other,Deluxe suite,Other,Deluxe suite,Suite Deluxe Marina View,
Standart,Other,Other,Deluxe suite,Other,Deluxe suite,Suite Deluxe One Bedroom,
Standart,Other,Other,Deluxe suite,Other,Deluxe suite,Suite Deluxe Suite Courtyard,
Standart,Other,Other,Deluxe suite,Other,Deluxe suite,Suite Deluxe Three Bedroom,
Standart,Other,Other,Deluxe suite,Other,Deluxe suite,Suite Deluxe Two Bedroom,
Standart,Other,Other,Deluxe suite,Other,Deluxe suite,Suite Deluxe-2 Bedrooms-Suite,
Standart,Other,Other,Deluxe suite,Other,Deluxe suite,Suite Duta Deluxe One Bedroom,
Standart,Other,Other,Deluxe suite,Other,Deluxe suite,Suite Executive Deluxe,
Standart,Other,Other,Deluxe suite,Other,Deluxe suite,Suite One Bedroom Deluxe Suite,
Standart,Other,Other,Deluxe suite,Other,Deluxe suite,Suite Senior Deluxe,
Standart,Other,Other,Deluxe suite,Other,Deluxe suite,Suite Two Bedroom Deluxe,
Standart,Other,Other,Deluxe suite,Other,Deluxe suite,Suite - Deluxe - Premium,
Standart,Other,Other,deluxe superior ,Other,deluxe superior ,Deluxe Room (Formerly Superior Room),
Standart,double ,Other,deluxe superior ,Other,deluxe superior ,Double Deluxe Superior,
Standart,twin double ,Other,deluxe superior ,Other,deluxe superior ,Twin/Double Room - Deluxe - Superior,
dorm ,Other,Other,Dorm,Other,Dorm,2 Beds In 10 Beds Mixed Dorm,
dorm ,Other,Other,Dorm,Other,Dorm,"4 Beds Female Dorm, No Window",
dorm ,Other,Other,Dorm,Other,Dorm,4-Bed Mixed Dorm,
dorm ,Other,Other,Dorm,Other,Dorm,6 Beds Mixed Dorm,
dorm ,Other,Other,Dorm,Other,Dorm,6-Bed Female Dorm,
dorm ,Other,Other,Dorm,Other,Dorm,6-Bed Mixed Dorm,
dorm ,Other,Other,Dorm,Other,Dorm,8 Bedded Mixed Dorm,
dorm ,Other,Other,Dorm,Other,Dorm,Basic 4 Bed Female Dorm,
dorm ,Other,Other,Dorm,Other,Dorm,Basic 6 Bed Mixed Dorm,
dorm ,Other,Other,Dorm,Other,Dorm,Basic 8 Bed Female Dorm,
dorm ,Other,Other,Dorm,Other,Dorm,Female  Dorm,
dorm ,Other,Other,Dorm,Other,Dorm,Female - Dorm,
dormitory ,Other,Other,Dorm,Other,Dorm,Female 8-Bed Dormitory,
dormitory ,Other,Other,Dorm,Other,Dorm,Female Dormitory,
dormitory ,Other,Other,Dorm,Other,Dorm,Female Dormitory - 4-Bed,
dormitory ,Other,Other,Dorm,Other,Dorm,Female Dormitory - 8 Beds,
dormitory shared ,Other,Other,Dorm,Other,Dorm,Female Dormitory - Shared Room And Bath,
dormitory ,Other,Other,Dorm,Other,Dorm,Female Dormitory (3rd Floor),
dormitory ,Other,Other,Dorm,Other,Dorm,Female Dormitory (8 Bunk Beds),
dormitory ,Other,Other,Dorm,Other,Dorm,Female Dormitory 4-Beds,
dormitory ,Other,Other,Dorm,Other,Dorm,Female Dormitory 8 Bunk Beds,
dormitory ,Other,Other,Dorm,Other,Dorm,Female Dormitory Room  (4 Beds),
dormitory ,Other,Other,Dorm,Other,Dorm,Female Dormitory Room  (8 Beds),
dormitory shared ,Other,Other,Dorm,Other,Dorm,Female Dormitory With Shared Bathroom,
dorm shared ,Other,king ,Dorm,Other,Dorm,King Cabin Mixed Dorm Shared Bath,
dorm shared ,twin ,Other,Dorm,Other,Dorm,Twin Private Dorm 2 Bunk Beds Shared Bathroom,
dorm ,Other,Other,Dorm,city ,Dorm,Safety &Amp, Deluxe Female Dorm With City View
dorm ,Other,Other,Dorm,city ,Dorm,Safety &Amp, Deluxe Mixed Dorm With Balcony And City View
dorm ,Other,Other,Dorm,Other,Dorm,Ladies&Apos, Deluxe Dorm 6 Beds (3 Bunk Beds)
dorm ,Other,Other,Dorm,Other,Dorm,"Deluxe Room, Mixed Dorm",
dorm ,double ,Other,Dorm,Other,Dorm,Deluxe Double Bunk Bed In Female Dorm,
dorm ,Other,Other,Dorm,Other,Dorm,"4 Beds Male Dorm, No Window",
dorm ,Other,Other,Dorm,Other,Dorm,"4 Beds Mixed Dorm, No Window",
dorm ,Other,Other,Dorm,Other,Dorm,Bed In 8-Bed Dorm,
dorm ,Other,Other,Dorm,Other,Dorm,Dorm (Hostel),
dorm ,Other,Other,Dorm,Other,Dorm,Dorm 10 Mixed Beds,
dorm ,Other,Other,Dorm,Other,Dorm,Dorm 4 Female Beds,
dorm ,Other,Other,Dorm,Other,Dorm,Dorm 5 Female Beds,
dorm ,Other,Other,Dorm,Other,Dorm,Dorm 5 Mixed Beds,
dorm ,Other,Other,Dorm,Other,Dorm,Dorm Backpackit Air Con,
dorm ,Other,Other,Dorm,Other,Dorm,Dorm Lady Backpackit Air Con,
dorm ,double ,Other,Dorm,Other,Dorm,Double Bed In 8- Bed Mixed Dorm,
dorm ,double ,Other,Dorm,Other,Dorm,Double Bunk Bed Mixed Dorm,
dorm ,Other,Other,Dorm,Other,Dorm,Mix Dorm 4 Bed-2 Persons,
dorm ,Other,Other,Dorm,Other,Dorm,Mix-Dorm,
dorm ,Other,Other,Dorm,Other,Dorm,Mixed Dorm 10 Beds,
dorm ,Other,Other,Dorm,Other,Dorm,Mixed Dorm 12 Beds,
dorm ,Other,Other,Dorm,Other,Dorm,Mixed Dorm 4 Bed,
dorm ,Other,Other,Dorm,Other,Dorm,Mixed Dorm Bed,
dorm ,Other,Other,Dorm,Other,Dorm,Private 2 Persons Dorm,
dorm ,Other,Other,Dorm,Other,Dorm,Private Dorm For 2 Persons With Private Bathroom,
dorm ,Other,Other,Dorm,Other,Dorm,Private Dorm For 3 Persons With Private Bathroom,
dorm ,Other,Other,Dorm,Other,Dorm,Room (Bed In 6-Bed Dorm),
dorm ,Other,Other,Dorm,Other,Dorm,Warm Forest Mixed 10 Dorm (2 Adults),
shared dorm shared ,Other,Other,Dorm,Other,Dorm,Bed In Shared Room Private Dorm 4 Bunk Beds Shared Bathroom,
dorm ,Other,Other,Dorm,Other,Dorm,4 Bed Private Dorm,
dorm ,Other,Other,Dorm,Other,Dorm,8 Mixed Dorm,
Standart,Other,Other,Dormitory,Other,Dormitory,10 Bed Domitory Room,
dormitory ,Other,Other,Dormitory,Other,Dormitory,1 Bed In 12 Bed Dormitory Mixed,
dormitory ,Other,Other,Dormitory,Other,Dormitory,1 Bed In Dormitory (Mixed),
dormitory ,double  ,Other,Dormitory,Other,Dormitory,1 Double Bed In 10-Double Bed Dormitory - Mixed,
dormitory ,double  ,Other,Dormitory,Other,Dormitory,1 Double Bed In 6-Double Bed Dormitory - Mixed,
dormitory ,Other,Other,Dormitory,Other,Dormitory,1 Person In 12-Bed Dormitory - Female Only,
dormitory ,Other,Other,Dormitory,Other,Dormitory,1 Person In 4-Bed Dormitory - Female Only,
dormitory ,Other,Other,Dormitory,Other,Dormitory,1 Person In 4-Bed Dormitory - Mixed,
dormitory ,Other,Other,Dormitory,Other,Dormitory,1 Person In 6-Bed Dormitory - Mixed,
dormitory shared ,Other,Other,Dormitory,Other,Dormitory,1 Person In 6-Bed Dormitory With Shared Bathroom,
dormitory ,Other,Other,Dormitory,Other,Dormitory,1 Person In 8-Bed Dormitory - Mixed,
dormitory ,Other,Other,Dormitory,Other,Dormitory,1 Person In Dormitory - Mixed,
dormitory ,Other,Other,Dormitory,Other,Dormitory,10 Beds Mixed Dormitory,
dormitory ,Other,Other,Dormitory,Other,Dormitory,10 Bunk Bed In Mixed Dormitory Room,
dormitory ,Other,Other,Dormitory,Other,Dormitory,10-Bed Female Dormitory,
dormitory ,Other,Other,Dormitory,Other,Dormitory,10-Bed Mixed Dormitory,
dormitory ,double ,Other,Dormitory,Other,Dormitory,10-Bed Mixed Dormitory (Double Bed),
dormitory ,Other,Other,Dormitory,Other,Dormitory,10-Bed Mixed Dormitory Room,
dormitory ,Other,Other,Dormitory,Other,Dormitory,12-Bed Mixed Dormitory,
family ,Other,Other,Dormitory,Other,Dormitory,14-Bed Family Room,
dormitory ,Other,Other,Dormitory,Other,Dormitory,16 Bed Female Dormitory,
dormitory ,Other,Other,Dormitory,Other,Dormitory,16 Bed Mixed Dormitory,
dormitory ,Other,Other,Dormitory,Other,Dormitory,16 Bunks Bed In Female Dormitory Room,
dormitory ,Other,Other,Dormitory,Other,Dormitory,16 Bunks Bed In Mixed Dormitory Room,
dormitory ,Other,Other,Dormitory,Other,Dormitory,2 Bed In A Dormitory Room,
dormitory ,Other,Other,Dormitory,Other,Dormitory,2 Beds In 10-Bed Mixed Dormitory Room,
dormitory ,Other,Other,Dormitory,Other,Dormitory,2 People In 10-Bed Dormitory - Mixed,
dormitory ,Other,Other,Dormitory,Other,Dormitory,2 People In 12-Bed Dormitory - Mixed,
dormitory ,Other,Other,Dormitory,Other,Dormitory,2 People In 14-Bed Dormitory - Female Only,
dormitory ,Other,Other,Dormitory,Other,Dormitory,2 People In 16-Bed Dormitory - Mixed,
dormitory ,Other,Other,Dormitory,Other,Dormitory,2 People In 18-Bed Dormitory - Mixed,
dormitory ,Other,Other,Dormitory,Other,Dormitory,2 People In 24-Bed Dormitory - Mixed,
dormitory ,Other,Other,Dormitory,Other,Dormitory,2 People In 4-Bed Dormitory - Mixed,
dormitory ,Other,Other,Dormitory,Other,Dormitory,2 People In 6-Bed Dormitory - Mixed,
dormitory ,Other,Other,Dormitory,Other,Dormitory,2 People In 8-Bed Dormitory - Female Only,
dormitory ,Other,Other,Dormitory,Other,Dormitory,2 People In 8-Bed Dormitory - Mixed,
dormitory shared ,Other,Other,Dormitory,Other,Dormitory,2 People In 8-Bed Dormitory With Shared Bathroom - Female Only,
dormitory shared ,Other,Other,Dormitory,Other,Dormitory,2 People In 8-Bed Dormitory With Shared Bathroom - Mixed,
dormitory ,single ,Other,Dormitory,Other,Dormitory,2 Single Beds In 16-Bed Mixed Dormitory Room,
dormitory ,single ,Other,Dormitory,Other,Dormitory,2 Single Beds In Mixed Dormitory Room,
dormitory ,Other,Other,Dormitory,Other,Dormitory,24 Bed Mixed Dormitory,
dormitory ,Other,Other,Dormitory,Other,Dormitory,4 - Bed Dormitory ( Mixed),
dormitory ,Other,Other,Dormitory,Other,Dormitory,4-Bed Mixed Dormitory,
dormitory ,Other,Other,Dormitory,Other,Dormitory,6 Bedded Mixed Dormitory,
dormitory ,Other,Other,Dormitory,Other,Dormitory,6 Beds Mixed Dormitory,
dormitory ,Other,Other,Dormitory,Other,Dormitory,6 Dormitory Room - Female,
dormitory ,Other,Other,Dormitory,Other,Dormitory,6 Dormitory Room - Mixed,
dormitory ,Other,Other,Dormitory,Other,Dormitory,6-Bed Dormitory -- Female Only,
dormitory ,Other,Other,Dormitory,Other,Dormitory,6-Bed Mixed Dormitory,
dormitory ,Other,Other,Dormitory,Other,Dormitory,6-Beds Female Dormitory,
dormitory ,Other,Other,Dormitory,Other,Dormitory,6-Beds Mixed Dormitory,
dormitory ,Other,Other,Dormitory,Other,Dormitory,8 Bed Mixed Dormitory,
dormitory ,Other,Other,Dormitory,Other,Dormitory,8 Bedded Female Dormitory,
dormitory ,Other,Other,Dormitory,Other,Dormitory,8 Bedded Mixed Dormitory,
dormitory ,Other,Other,Dormitory,Other,Dormitory,8 Beds Female Dormitory,
dormitory ,Other,Other,Dormitory,Other,Dormitory,8 Beds Mixed Dormitory,
dormitory ,Other,Other,Dormitory,Other,Dormitory,8 Bunk Bed In Mixed Dormitory Room,
dormitory ,Other,Other,Dormitory,Other,Dormitory,8 Bunks Bed In Female Dormitory Room,
dormitory ,Other,Other,Dormitory,Other,Dormitory,8 Bunks Bed In Mixed Dormitory Room,
dormitory ,Other,Other,Dormitory,Other,Dormitory,8-Bed Dormitory - Mixed,
dormitory ,Other,Other,Dormitory,Other,Dormitory,8-Bed Mixed Dormitory,
dormitory ,Other,Other,Dormitory,Other,Dormitory,8-Bed Mixed Dormitory (2 Adults),
dormitory ,Other,Other,Dormitory,Other,Dormitory,8-Beds Female Dormitory,
dormitory ,Other,Other,Dormitory,Other,Dormitory,8-Beds Mixed Dormitory,
dormitory ,Other,Other,Dormitory,Other,Dormitory,A Bed In 8-Bed Lady Dormitory With In-Room Bathroom,
dormitory ,Other,Other,Dormitory,Other,Dormitory,A Bed In 8-Bed Mixed Dormitory With In-Room Bathroom,
shared dormitory ,Other,Other,Dormitory,Other,Dormitory,"Basic Shared Dormitory, 1 Bedroom",
shared dormitory ,Other,Other,Dormitory,Other,Dormitory,"Basic Shared Dormitory, 2 Bathrooms",
shared dormitory ,Other,Other,Dormitory,Other,Dormitory,"Basic Shared Dormitory, Men Only",
shared dormitory dorm ,Other,Other,Dormitory,Mountain,Dormitory,"Basic Shared Dormitory, Mixed Dorm, Mountain View, Mountainside",
shared dormitory ,Other,Other,Dormitory,Other,Dormitory,"Basic Shared Dormitory, Multiple Bedrooms",
shared dormitory ,Other,Other,Dormitory,city city ,Dormitory,"City Shared Dormitory, Multiple Bedrooms, City View",
shared dormitory ,Other,Other,Dormitory,Other,Dormitory,Comfort Shared Dormitory,
shared dormitory ,Other,Other,Dormitory,city ,Dormitory,"Comfort Shared Dormitory, 4 Bedrooms, City View",
shared dormitory dorm ,Other,Other,Dormitory,city ,Dormitory,"Comfort Shared Dormitory, Mixed Dorm, City View, Tower",
shared dormitory dorm ,Other,Other,Dormitory,city ,Dormitory,"Comfort Shared Dormitory, Mixed Dorm, Refrigerator, City View",
dormitory ,double ,Other,Dormitory,Other,Dormitory,Double Bed In 16-Bed Mixed Dormitory Room,
shared ,double ,Other,Dormitory,Other,Dormitory,Double Bed In 16-Bed Mixed Shared Room,
dormitory ,double ,Other,Dormitory,Other,Dormitory,Double Bed In 4-Bed Dormitory Room,
shared dormitory ,Other,Other,Dormitory,Other,Dormitory,"Economy Shared Dormitory, 1 Bedroom",
shared dormitory dorm ,Other,Other,Dormitory,Other,Dormitory,"Economy Shared Dormitory, Mixed Dorm",
dormitory ,Other,Other,Dormitory,Other,Dormitory,Entire 2-Bed Private Dormitory,
shared dormitory ,Other,Other,Dormitory,Other,Dormitory,Female Shared Dormitory,
dormitory shared ,Other,Other,Dormitory,Other,Dormitory,Gacko Dormitory (Shared Room Max 5 Persons),
dormitory shared ,Other,king ,Dormitory,Other,Dormitory,King Cobra Dormitory - Men (Shared Room),
dormitory shared ,Other,Other,Dormitory,Other,Dormitory,Ladies Dormitory Shared Bathroom (8 Beds),
dormitory ,Other,Other,Dormitory,Other,Dormitory,Ladies Quadricycle Dormitory,
dormitory ,Other,Other,Dormitory,Other,Dormitory,Male Dormitory 4 Beds (2 Bunk Beds),
dormitory shared ,Other,Other,Dormitory,Other,Dormitory,Male Dormitory With Shared Bathroom,
dormitory shared ,Other,Other,Dormitory,Other,Dormitory,Mans Dormitory Shared Bathroom (8 Beds ),
dormitory ,Other,Other,Dormitory,Other,Dormitory,Mixed Dormitory,
dormitory ,Other,Other,Dormitory,Other,Dormitory,Mixed Dormitory - 10 Beds,
dormitory ,Other,Other,Dormitory,Other,Dormitory,Mixed Dormitory (1st Floor),
dormitory ,Other,Other,Dormitory,Other,Dormitory,Mixed Dormitory (2nd Floor),
dormitory ,Other,Other,Dormitory,Other,Dormitory,Mixed Dormitory (8 Bunk Beds),
dormitory ,Other,Other,Dormitory,Other,Dormitory,Mixed Dormitory 1,
dormitory ,Other,Other,Dormitory,Other,Dormitory,Mixed Dormitory 10-Bed,
dormitory ,Other,Other,Dormitory,Other,Dormitory,Mixed Dormitory 10-Beds,
dormitory ,Other,Other,Dormitory,Other,Dormitory,Mixed Dormitory 12-Bed,
dormitory ,Other,Other,Dormitory,Other,Dormitory,Mixed Dormitory 2,
dormitory ,Other,Other,Dormitory,Other,Dormitory,Mixed Dormitory 4-Bed,
dormitory ,Other,Other,Dormitory,Other,Dormitory,Mixed Dormitory 6-Bed,
dormitory ,Other,Other,Dormitory,Other,Dormitory,Mixed Dormitory For 4-Bed,
dormitory ,Other,Other,Dormitory,Other,Dormitory,Mixed Dormitory Room,
dormitory ,Other,Other,Dormitory,Other,Dormitory,Mixed Dormitory Room 2,
dormitory ,Other,Other,Dormitory,Other,Dormitory,Mixed Hexacyclists Dormitory,
shared dormitory ,Other,Other,Dormitory,Other,Dormitory,Mixed Shared Dormitory,
dormitory ,Other,Other,Dormitory,Other,Dormitory,Private 8 Bedded Dormitory,
shared dormitory ,Other,Other,Dormitory,Other,Dormitory,Shared Dormitory,
shared dormitory ,Other,Other,Dormitory,Other,Dormitory,Shared Dormitory (10 Beds),
shared dormitory ,Other,Other,Dormitory,Other,Dormitory,Shared Dormitory (12 Beds),
shared dormitory ,Other,Other,Dormitory,Other,Dormitory,Shared Dormitory (8 Bed Mixed Room) (Rate For 2 Persons),
shared dormitory ,Other,Other,Dormitory,Other,Dormitory,Shared Dormitory (Fan),
shared dormitory ,Other,Other,Dormitory,Other,Dormitory,Shared Dormitory (Female Only),
shared dormitory ,Other,Other,Dormitory,Other,Dormitory,Shared Dormitory For 6 People(Mixed),
shared dormitory ,Other,Other,Dormitory,Other,Dormitory,Shared Dormitory Room,
shared dormitory ,Other,Other,Dormitory,Other,Dormitory,Shared Dormitory With Air Con,
shared dormitory ,Other,Other,Dormitory,Other,Dormitory,Shared Dormitory With Fan,
shared dormitory shared ,Other,Other,Dormitory,Other,Dormitory,"Shared Dormitory, Kitchenette (Shared Bathroom)",
shared dormitory ,Other,Other,Dormitory,Other,Dormitory,"Shared Dormitory, Mixed (4 Persons)",
shared dormitory dorm ,Other,Other,Dormitory,Other,Dormitory,"Shared Dormitory, Mixed Dorm",
shared dormitory dorm ,Other,Other,Dormitory,Other,Dormitory,"Shared Dormitory, Mixed Dorm (6 Bed)",
shared dormitory ,Other,Other,Dormitory,Other,Dormitory,"Shared Dormitory, Multiple Beds",
shared dormitory ,Other,Other,Dormitory,Other,Dormitory,"Shared Dormitory, Women Only",
shared dormitory ,Other,Other,Dormitory,Other,Dormitory,"Shared Dormitory, Women Only (4 Persons)",
shared dormitory ,Other,Other,Dormitory,Other,Dormitory,Shared Room (Dormitory),
shared dormitory shared ,Other,Other,Dormitory,Other,Dormitory,Shared Room (Dormitory) - Bunk Bed - Shared Bath,
shared dormitory ,Other,Other,Dormitory,Other,Dormitory,Shared Room (Dormitory) - Female Only,
shared dormitory ,Other,Other,Dormitory,Other,Dormitory,Standard Shared Dormitory,
shared dormitory ,Other,Other,Dormitory,city ,Dormitory,"Standard Shared Dormitory, City View",
shared dormitory dorm ,Other,Other,Dormitory,Other,Dormitory,"Standard Shared Dormitory, Mixed Dorm",
shared dormitory ,Other,Other,Dormitory,Other,Dormitory,"Standard Shared Dormitory, Multiple Bedrooms",
shared dormitory ,Other,Other,Dormitory,Other,Dormitory,"Standard Shared Dormitory, Women Only",
dormitory ,Other,Other,Dormitory,Other,Dormitory,Deluxe Dormitory,
capsule dormitory ,Other,Other,Dormitory,Other,Dormitory,10-Capsule Bed Dormitory -- Mixed,
dormitory ,Other,Other,Dormitory,Other,Dormitory,12 Beds Mixed Dormitory,
dormitory ,Other,Other,Dormitory,city ,Dormitory,12 Beds Mixed Dormitory City View,
dormitory ,Other,Other,Dormitory,Other,Dormitory,4 Beds Dormitory For Mixed,
dormitory ,Other,Other,Dormitory,Other,Dormitory,4 Dormitory Room - Female,
dormitory ,Other,Other,Dormitory,Other,Dormitory,4 Dormitory Room - Mixed,
dormitory ,single ,Other,Dormitory,Other,Dormitory,4 Single Bed Mixed Dormitory,
dormitory ,Other,Other,Dormitory,Other,Dormitory,4-Bed Female Dormitory,
dormitory ,Other,Other,Dormitory,Other,Dormitory,Bed In 10-Bed Dormitory Room,
dormitory ,Other,Other,Dormitory,Other,Dormitory,Bed In 10-Bed Mixed Dormitory Room,
dormitory ,Other,Other,Dormitory,Other,Dormitory,Bed In 4 Bed Dormitory,
dormitory ,Other,Other,Dormitory,Other,Dormitory,Bed In 4-Bed Female Dormitory Room,
dormitory ,Other,Other,Dormitory,Other,Dormitory,Bed In 6-Bed Mixed Dormitory Room With Balcony,
dormitory ,Other,Other,Dormitory,Other,Dormitory,Bed In 8-Bed Female Dormitory Room,
dormitory ,Other,Other,Dormitory,Other,Dormitory,Bed In 8-Bed Mixed Dormitory Room,
dormitory ,Other,Other,Dormitory,Other,Dormitory,Bed In Mixed Dormitory,
dormitory ,Other,Other,Dormitory,Other,Dormitory,Bed In Mixed Dormitory Room,
dormitory ,Other,Other,Dormitory,Other,Dormitory,Bunk Bed In 4-Bed Dormitory Room With Private Bathroom,
dormitory ,Other,Other,Dormitory,Other,Dormitory,Bunk Bed In Mixed Dormitory Room,
