bedType,bed,roomType,view,master_room_type,room_name,
twin ,king ,executive ,Other,Executive Club,Twin Room King Bed - Executive - Club Room,
twin,king ,executive ,Other,Executive Club,Executive Club King twin,
double twin ,Other,executive ,Other,Executive Club,Double Or Twin Executive Club,
double twin ,Other,executive ,Other,Executive Club,Twin/Double Room - Club Room - Executive,
Other,king ,executive ,Other,Executive Club,Double Room King Bed - Executive - Club Room,
Other,king ,executive ,Other,Executive Club,Executive Club King,
Other,Other,executive suite ,Other,Executive Club Suite,Club Executive Suite,
Other,Other,executive suite ,Other,Executive Club Suite,Executive Club Plaza Suite,
Other,Other,executive suite ,Other,Executive Club Suite,Suite - Executive - Club Room,
Other,Other,executive suite ,Other,Executive Club Suite,Suite 2 Bedrooms - Executive - Club Room,
Other,Other,executive suite ,Other,Executive Club Suite,Suite Club Executive,
Other,Other,executive deluxe ,Other,Deluxe Executive,Deluxe Room (Executive),
Other,Other,executive deluxe ,Other,Deluxe Executive,Executive Deluxe,
Other,Other,executive deluxe ,Other,Deluxe Executive,Executive Room (Deluxe),
Other,Other,executive deluxe suite ,Other,Deluxe Executive,Executive Deluxe Suite,
double twin ,Other,executive ,Other,Executive Horizon,Double/twin Horizon Executive,
double twin ,Other,executive ,Other,Executive Horizon,Twin/double Horizon Executive,
double twin ,Other,executive ,Other,Executive Horizon,Double/twin room Horizon Executive,
double twin ,Other,executive ,Other,Executive Horizon,Twin/Double Room Horizon Executive,
double ,Other,executive ,Other,Executive Horizon,Double Horizon Executive,
twin ,Other,executive ,Other,Executive Horizon,Twin Horizon Executive,
double,Other,executive ,Other,Executive,Executive Luxury double,
twin,Other,executive suite ,Other,Executive Suite,Executive Luxury Suite twin,
double twin ,Other,executive suite ,Other,Executive Suite,Executive Luxury Suite twin/double,
Other,Other,executive ,Other,Executive,Executive Luxury,
Other,Other,executive suite ,Other,Executive Suite,Executive Luxury Suite,
double,Other,executive ,Other,Executive,Executive Luxury double room,
twin,Other,executive suite ,Other,Executive Suite,Executive Luxury Suite twin room,
double twin ,Other,executive suite ,Other,Executive Suite,Executive Luxury Suite twin/double room,
Other,Other,executive ,Other,Executive Pool Villa,Executive Pool Villa,
Other,Other,executive ,Other,Executive Pool Villa,Villa - Executive - Pool,
twin ,Other,executive premier ,Other,Executive Premier,Executive Premier Twin Room,
twin ,Other,executive premier ,Other,Executive Premier,Twin Premier Executive,
double ,Other,executive ,Other,Executive Studio,Double Executive Studio,
double ,Other,executive ,Other,Executive Studio,Double Studio Executive,
double ,Other,executive ,Other,Executive Studio,Double Studio-Executive,
double ,Other,executive ,Other,Executive Studio,Studio Executive Double,
double twin ,Other,executive ,Other,Executive Studio,Double Or Twin Studio Executive,
double twin ,Other,executive ,Other,Executive Studio,Double/Twin Studio-Executive,
single ,Other,executive ,Other,Executive Studio,"Executive Studio, 2 Single Beds, Kitchen",
triple ,Other,executive ,Other,Executive Studio,Executive Triple Studio,
twin ,Other,executive ,Other,Executive Studio,Executive Twin Studio,
twin ,Other,executive ,Other,Executive Studio,Studio Executive Twin,
Other,Other,executive ,Other,Executive Studio,"Executive Studio, 1 King Bed",
Other,Other,executive ,Other,Executive Studio,"Executive Studio, 2 Single Beds",
Other,king ,executive ,Other,Executive Studio,Executive King Studio,
Other,king ,executive ,Other,Executive Studio,Executive King Studio 1 King Bed & Sofa Bed,
Other,queen ,executive ,Other,Executive Studio,"Executive Studio, 1 Queen Bed, Kitchen",
double ,Other,executive suite ,Other,Executive Suite,Double Executive Suite,
double ,Other,executive suite ,Other,Executive Suite,"Executive Suite, 1 Double Bed",
double twin ,Other,executive suite ,Other,Executive Suite,Double Or Twin Executive Suite,
double twin ,Other,executive suite ,Other,Executive Suite,Double Or Twin Four Seasons Executive Suite,
double twin ,Other,executive suite ,Other,Executive Suite,"Executive Suite, 1 Double Or 2 Twin Beds",
Other,Other,executive suite ,Other,Executive Suite,Executive Suite,
Other,Other,executive suite ,Other,Executive Suite,Executive Suite - 2-Bedroom,
Other,Other,executive suite ,Other,Executive Suite,"Executive Suite, 1 Bedroom",
Other,Other,executive suite ,Other,Executive Suite,"Executive Suite, 2 Single Beds",
Other,Other,executive suite ,Other,Executive Suite,Executive Suite.,
Other,Other,executive suite ,Other,Executive Suite,Suite - Executive,
Other,Other,executive suite ,Other,Executive Suite,Suite Executive,
Other,Other,executive suite ,Other,Executive Suite,Suite Executive Suite,
Other,king ,executive suite ,Other,Executive Suite,Executive King Suite,
Other,king ,executive suite ,Other,Executive Suite,Executive Suite 1 King Bed,
Other,king ,executive suite ,Other,Executive Suite,Executive Suite With 1 King Bed,
Other,king ,executive suite ,Other,Executive Suite,"Executive Suite, 1 King Bed, Bathtub",
Other,queen ,executive suite ,Other,Executive Suite,Executive Queen Suite,
Other,queen ,executive suite ,Other,Executive Suite,"Executive Suite, 1 Queen Bed",
double ,Other,executive superior ,Other,Executive Superior,Double Room - Executive - Superior,
double twin ,Other,executive superior ,Other,Executive Superior,Twin/Double Room - Executive - Superior,
twin ,Other,executive superior ,Other,Executive Superior,Twin Room - Executive - Superior,
Other,Other,executive superior ,Other,Executive Superior,Executive Superior,
Other,Other,executive superior ,Other,Executive Superior,Superior Executive,
Other,Other,executive ,Other,Executive Villa,Villa - Executive,
double ,Other,Other,Other,Family,"Family Double Room, 2 Bedrooms",
double ,Other,Other,Other,Family,"Family Room, 2 Double Beds",
double twin ,Other,Other,Other,Family,"Family Room, 1 Double Or 2 Twin Beds",
single ,queen ,Other,Other,Family,Family Room (One Queen And One Single Beds),
triple ,Other,Other,Other,Family,Family Triple,
triple ,Other,Other,Other,Family,Family Triple Room,
triple ,Other,Other,Other,Family,"Family Triple Room, 1 Bedroom",
twin ,Other,Other,Other,Family,"Family Room, 3 Twin Beds",
twin ,Other,Other,Other,Family,Twin Family Room,
Other,Other,Other,Other,Family,Family,
Other,Other,Other,Other,Family,Family 3 No Window,
Other,Other,Other,Other,Family,Family 4 No Window,
Other,Other,Other,Other,Family,Family Room,
Other,Other,Other,Other,Family,Family Room (4 Pax),
Other,Other,Other,Other,Family,Family Room 3,
Other,Other,Other,Other,Family,Family Room 4,
Other,Other,Other,Other,Family,"Family Room, Non Smoking",
Other,Other,Other,Other,Family,Family Room.,
Other,Other,quadruple ,Other,Family,"Family Quad, Non Smoking",
Other,Other,quadruple ,Other,Family,Family Quadruple Room,
Other,Other,quadruple ,Other,Family,"Family Quadruple Room, 2 Queen Beds",
Other,queen ,Other,Other,Family,Family Room (Queen),
Other,Other,Other,Other,Family,Family Standard,
double twin ,Other,deluxe ,Other,Family Deluxe,Double Or Twin Deluxe Family Room,
double twin ,Other,deluxe ,Other,Family Deluxe,Double Or Twin Eastin Family Deluxe,
double twin ,Other,deluxe ,Other,Family Deluxe,Twin/Double Room - Family - Deluxe,
Other,Other,deluxe ,Other,Family Deluxe,Deluxe Family,
Other,Other,deluxe ,Other,Family Deluxe,Family Deluxe,
Other,Other,deluxe ,Other,Family Deluxe,Family Deluxe Room,
Other,Other,suite ,Other,Family Duplex Suite,Family Suite (Duplex),
Other,Other,executive suite ,Other,Family Executive Suite,Family Executive Suite,
Other,Other,suite ,City,Family Suite,"Family Junior Suite, 1 Queen Bed, 1 Single Bed, City View",
Other,Other,penthouse ,City,Family Penthouse,"Family Penthouse, 2 Queen Beds, City View",
Other,Other,Other,Other,Family Pool Villa,Family Pool Villa,
Other,Other,Other,Other,Family Studio,Family Studio (Type A),
Other,queen ,deluxe ,Other,Family Studio,Deluxe Queen Family Studio,
double ,Other,suite ,City,Family Suite,"Family Suite, 2 Double Beds, Non Smoking, City View",
double twin ,Other,suite ,Other,Family Suite,Double Or Twin Family Room Suite,
double twin ,Other,suite ,Other,Family Suite,Double Or Twin Family Room-Suite,
double twin ,Other,suite ,Other,Family Suite,Family Suite (1 Double Room And 1 Twin-Beds Room),
double twin ,Other,suite ,Other,Family Suite,"Family Suite, 1 Double Or 2 Twin Beds",
Other,Other,suite ,Other,Family Suite,Family  Suite,
Other,Other,suite ,Other,Family Suite,Family Suite,
Other,Other,suite ,Other,Family Suite,"Family Suite, 3 Pax",
Other,Other,suite ,Other,Family Suite,Family Suite.,
Other,king ,suite ,Other,Family Suite,"Family Suite, 1 King Bed, Non Smoking, Connecting Rooms",
Other,queen ,suite ,City,Family Suite,"Family Suite, 2 Queen Beds, City View",
Other,Other,Other,Other,Family Villa,Family Villa,
Other,Other,Other,Lake,Family Villa,"Family Villa, 6 Bedrooms, Private Pool, Lake View",
Other,Other,Other,Other,Family Villa,"Family Villa, Private Pool",
Other,Other,Other,Other,Female Dormitory,"Basic Shared Dormitory, Women Only",
Other,Other,Other,Other,Female Dormitory,Female Dormitory,
double twin ,Other,Other,Other,Grand Club,Double Or Twin Club Grand,
double ,Other,deluxe ,Other,Grand Deluxe,Double Grand Deluxe,
double ,Other,deluxe ,Other,Grand Deluxe,"Grand Deluxe 2 Pax, 1 Double Bed",
double twin ,Other,deluxe ,Other,Grand Deluxe,Double Or Twin Grand Deluxe,
double twin ,Other,deluxe ,Other,Grand Deluxe,Double/Twin Grand-Deluxe Room,
triple ,Other,deluxe ,Other,Grand Deluxe,Triple Grand Deluxe,
twin ,Other,deluxe ,Other,Grand Deluxe,Twin Grand Deluxe,
Other,Other,deluxe ,Other,Grand Deluxe,Deluxe Room - Upgrade Promotion To Grand Deluxe Room,
Other,Other,deluxe ,Other,Grand Deluxe,Grand  Deluxe,
Other,Other,deluxe ,Other,Grand Deluxe,Grand Deluxe,
Other,Other,deluxe ,Other,Grand Deluxe,Grand Deluxe.,
Other,king ,Other,Other,Grand Deluxe,Grand Deluxe - King Bed (Ns),
Other,king ,Other,Other,Grand Deluxe,Grand Deluxe King,
Other,king ,Other,Other,Grand Deluxe,Grand Deluxe King Bed,
Other,queen ,Other,Other,Grand Deluxe,Premier Deluxe - King Bed (Ns),
Other,Other,classic ,Other,Grand Deluxe Classic,Grand Deluxe Classic,
double twin ,Other,executive ,Other,Grand Deluxe Executive,Double Or Twin Grand Deluxe Executive,
triple ,Other,executive ,Other,Grand Deluxe Executive,Triple Grand Deluxe Executive,
Other,Other,executive ,Other,Grand Deluxe Executive,Executive Grand Deluxe,
Other,Other,Other,Other,Grand Deluxe Family,Grand Deluxe Family Room,
Other,Other,deluxe ,Other,Grand Deluxe Studio,"Grand Deluxe Studio, 1 Double Bed",
Other,king ,executive ,Other,Grand Executive,Grand Executive King,
Other,Other,Other,Other,Grand Luxury,Grand Luxury,
Other,Other,Other,Other,Grand Pool Villa,Grand Pool Villa,
Other,Other,Other,Other,Grand Pool Villa,Villa - Grand - Pool,
Other,Other,Other,Other,Grand Pool Villa,Villa Grand Pool,
Other,king ,premium ,Other,Grand Premium Club,Opera Grand Premium Club King,
Other,king ,suite ,Other,Grand Suite,Grand Suite King,
Other,Other,Other,Other,Grand Villa,Grand Villa,
Other,Other,Other,Other,Grand Villa,Villa - Grand,
double ,Other,suite ,Other,Honeymoon Suite,Double Honeymoon Suite,
double twin ,Other,Other,Other,Horizon,Double Or Twin Horizon,
double twin ,Other,Other,Other,Horizon,Double Or Twin Horizon View Club Shangri La Wing,
Other,Other,Other,Other,Horizon,Horizon,
Other,Other,Other,Other,Horizon Club,Horizon Club,
Other,Other,Other,Other,Horizon Club,Horizon Club (Shangrila Wing),
Other,Other,deluxe ,Other,Horizon Club Deluxe,Horizon Club Deluxe,
double twin ,Other,executive ,Other,Horizon Club Executive,Double Or Twin Tower Wing Horizon Club Deluxe,
twin ,king ,executive ,Other,Horizon Club Executive,Horizon Club Executive (King/Twin),
twin ,Other,executive ,Other,Horizon Club Executive,Horizon Club Executive Twin,
Other,king ,executive ,Other,Horizon Club Executive,Horizon Club Executive King With Breakfast,
Other,Other,premier ,Other,Horizon Club Premier,Horizon Club Premier,
double twin ,Other,executive ,Other,Horizon Executive,Double Or Twin Horizon Executive,
Other,Other,Other,Other,Junior Deluxe,Junior Luxe With Complimentary Mini Bar,
double ,Other,Junior suite ,Other,Junior Suite,Double Junior Suite,
double ,Other,Junior suite ,Other,Junior Suite,Double Junior-Suite,
double twin ,Other,Junior suite ,Other,Junior Suite,Double Or Twin Junior Suite,
double twin ,Other,Junior suite ,Other,Junior Suite,"Junior Suite, 1 Double Or 2 Twin Beds",
twin ,Other,Junior suite ,Other,Junior Suite,Junior Suite Twin,
twin ,Other,Junior suite ,Other,Junior Suite,Junior Suite Twin Room,
twin ,Other,Junior suite ,Other,Junior Suite,"Junior Suite, 2 Twin Beds",
Other,Other,Junior suite ,Other,Junior Suite,Junior Suite,
Other,Other,Junior suite ,Other,Junior Suite,"Junior Suite, 1 King Bed (Tower Wing)",
Other,Other,Junior suite ,Other,Junior Suite,Junior Suite.,
Other,king ,Junior suite ,Other,Junior Suite,Junior Suite - 1 King Bed,
Other,king ,Junior suite ,Other,Junior Suite,Junior Suite King,
Other,king ,Junior suite ,Other,Junior Suite,"Junior Suite, 1 King Bed",
Other,queen ,Junior suite ,Other,Junior Suite,Junior Suite Queen Bed,
double ,Other,Other,Other,Luxury,Luxury Double Bed,
double twin ,Other,Other,Other,Luxury,Luxury Double Or Twin,
double twin ,Other,Other,Other,Luxury,Twin/Double Room - Luxury,
twin ,Other,Other,Other,Luxury,Luxury Twin Room,
twin ,Other,Other,Other,Luxury,Luxury Twin Studio,
Other,Other,Other,Other,Luxury,Luxury,
Other,Other,Other,Other,Luxury,Luxury Room,
Other,king ,Other,Other,Luxury,Luxury King Room,
Other,queen ,Other,Other,Luxury,"Luxury Room, 1 Queen Bed, View",
double ,Other,Other,Other,Luxury Club,Double Luxury Club Millesime,
double twin ,Other,Other,Other,Luxury Club,Twin/Double Room - Club Room - Luxury,
Other,Other,Other,Other,Luxury Club,Luxury Club,
Other,king ,Other,Other,Luxury Club,Double Room King Bed - Luxury - Club Room,
Other,king ,Other,Other,Luxury Club,Luxury King Room Club Millesime,
Other,Other,suite ,Other,Luxury Club Suite,Suite Tower Club Luxury 2 Bedrooms,
Other,Other,suite ,Other,Luxury Club Suite,Tower Club Luxury Suite 2 B/R,
Other,Other,Other,Other,Luxury Family,Family Room Luxury,
Other,Other,Other,Other,Luxury Studio,Studio - Luxury,
Other,Other,suite ,Other,Luxury Suite,Luxury 1-Bedroom Suite,
Other,Other,suite ,Other,Luxury Suite,Luxury Suite,
Other,Other,suite ,Other,Luxury Suite Family,Luxury Suite Family (Triple),
Other,Other,Other,Other,Penthouse,Penthouse,
Other,Other,Other,Other,Penthouse,Penthouse Room,
Other,Other,Other,Other,Penthouse,Penthouse Suite + Breakfast,
Other,king ,Other,Other,Penthouse,"Penthouse, 1 King Bed",
Other,king ,Other,Other,Penthouse,"Penthouse, 1 King Bed With Sofa Bed",
Other,Other,suite ,Other,Penthouse Suite,Penthouse Suite,
Other,Other,suite ,Other,Penthouse Suite,Penthouse Suite + Breakfast,
Other,Other,suite ,City,Penthouse Suite,Penthouse Suite City View,
Other,Other,suite ,Other,Penthouse Suite,Penthouse Suite King Room,
Other,Other,Other,Other,Pool Villa,3 Bedroom Pool Villa,
Other,Other,Other,Other,Pool Villa,Garden Villa - Pool,
Other,Other,Other,Other,Pool Villa,Sky Pool Villa,
Other,Other,Other,Other,Pool Villa,Sky Pool Villa (Tower Block),
Other,Other,Other,Other,Pool Villa,Villa - Garden - Pool,
Other,Other,Other,Other,Pool Villa,Villa Pool Courtyard,
double ,Other,premier ,Other,Premier,Double Room - Premier,
double ,Other,premier ,Other,Premier,Premier Double,
double ,king ,premier ,Other,Premier,Double Room King Bed - Premier,
double twin ,Other,premier ,Other,Premier,Double Or Twin Premier,
double twin ,Other,premier ,Other,Premier,Twin/Double Room - Premier,
triple ,Other,premier ,Other,Premier,Premier Triple Room,
twin ,Other,premier ,Other,Premier,Premier Twin,
twin ,Other,premier ,Other,Premier,Twin Premier,
twin ,Other,premier ,Other,Premier,Twin Room - Premier,
Other,Other,premier ,Other,Premier,1 Bedroom Premier,
Other,Other,premier ,Other,Premier,One Bedroom Premier,
Other,Other,premier ,Other,Premier,Premier,
Other,Other,premier ,Other,Premier,Premier Room,
Other,Other,premier ,Other,Premier,Premier Room.,
Other,Other,premier ,Other,Premier,Premier.,
Other,king ,premier ,Other,Premier,Premier King,
Other,king ,premier ,Other,Premier,"Premier Room, 1 King Bed",
Other,king ,premier ,City,Premier,"Premier Room, 1 King Bed, Private Bathroom, City View",
Other,queen ,premier ,Other,Premier,"Premier Room, 2 Queen Beds",
double ,Other,premier ,Other,Club Premier,Double Club Premier,
double twin ,Other,premier ,Other,Club Premier,Double Or Twin Club Premier,
twin ,Other,premier ,Other,Club Premier,Twin Club Premier,
twin ,Other,premier ,Other,Club Premier,Twin Room - Premier - Club Room,
Other,Other,premier deluxe suite ,Other,Premier Deluxe Suite,Premier Deluxe Suite,
triple ,Other,premier executive ,Other,Premier Executive,Triple Room - Executive - Premier,
Other,king ,premier executive ,Other,Premier Executive,Premier Executive 1 King Bed,
Other,Other,premier ,Other,Premier Family,Family Premier,
Other,Other,premier ,Other,Premier Family,Premier Family,
Other,Other,premier ,Other,Premier Pool Villa,Villa - Premier - Private Pool,
Other,Other,premier ,Other,Premier Studio,Premier Studio,
Other,Other,premier suite ,Other,Premier Studio Suite,Premier Studio Suite,
Other,Other,premier suite ,Other,Premier Suite,Premier Suite With Window,
Other,Other,premier suite ,Other,Premier Suite,Premier Suite Without Window,
Other,king ,premier suite ,Other,Premier Suite,Premier Suite King,
Other,Other,premier superior suite ,Other,Premier Superior Suite,Premier Superior Suite,
double ,Other,premium ,Other,Premium,Double Room - Premium,
double ,Other,premium ,Other,Premium,Premium Double,
double twin ,Other,premium ,Other,Premium,Double Or Twin Premium,
double twin ,Other,premium ,Other,Premium,Premium Double Or Twin,
double twin ,Other,premium ,Other,Premium,Twin/Double Room - Premium,
double twin ,Other,premium ,Other,Premium,Twin/Double Room - Premium - Corner,
twin ,Other,premium ,Other,Premium,Premium Zen Twin,
Other,Other,premium ,Other,Premium,Premium Room,
Other,Other,premium ,City,Premium,"Premium Room, City View",
Other,king ,premium ,Other,Premium,Double Room King Bed - Premium,
Other,king ,premium ,Other,Premium,"Premium Room, 1 King Bed",
double ,Other,premium ,Other,Premium Club,Double Club Premium,
double ,Other,premium ,Other,Premium Club,Double Room - Club Room - Premium,
double ,Other,premium ,City,Premium Club,Double Room - Club Room - Premium - City View,
double twin ,Other,premium ,Other,Premium Club,Double Or Twin Club Premium,
double twin ,Other,premium ,Other,Premium Club,Double Or Twin Premium Club Corner,
double twin ,Other,premium ,Other,Premium Club,Twin/Double Room - Club Room - Premium,
Other,Other,premium ,Other,Premium Club,Double Room - Club Room - Premium,
Other,Other,premium ,Other,Premium Club,Premium Club Room,
Other,Other,premium ,Other,Premium Club,World Club Premium,
double twin ,Other,premium deluxe ,Other,Premium Deluxe,Twin/double Room - Premium - Deluxe,
triple ,Other,premium deluxe ,Other,Premium Deluxe,Triple Room - Premium - Deluxe,
twin ,Other,premium deluxe ,Other,Premium Deluxe,Premium Deluxe Twin,
twin ,Other,premium deluxe ,Other,Premium Deluxe,Twin Room - Premium - Deluxe,
Other,king ,premium deluxe ,Other,Premium Deluxe,Premium Deluxe King Room - High Floor,
double single ,Other,premium executive ,Other,Premium Executive,"Premium Executive , 1 Double Or 2 Single Beds",
Other,Other,premium ,Other,Premium Family,Family Room (Premium Room),
Other,Other,premium ,Other,Premium Family,Family Room Premium Family Residence,
Other,Other,premium ,Other,Premium Family,Premium Family,
Other,Other,premium ,Other,Premium Family,Premium Family Residence,
Other,Other,premium ,Other,Premium Family,Premium Family Quad,
Other,Other,premium ,Other,Premium Pool Villa,Premium Pool Villa,
Other,Other,premium ,Sea,Premium Pool Villa,Premium Pool Villa - Sea View,
double twin ,Other,premium superior ,Other,Premium Superior,Twin/Double Room - Superior - Premium,
twin ,Other,premium superior ,Other,Premium Superior,Premium Superior Twin,
Other,Other,premium superior ,Other,Premium Superior,Superior Premium,
Other,Other,premium superior ,Other,Premium Superior,Superior Room (Premium Room),
double ,Other,Other,Other,Privilege,Double Privilege,
double ,Other,Other,Other,Privilege,Double Privilege Tower Wing,
double ,Other,Other,Other,Privilege,Double Privilege-Tower-Wing,
double twin ,Other,Other,Other,Privilege,Twin/Double Room - Privilege,
double twin ,Other,Other,Other,Privilege,Twin/double Room - Privilege - Tower,
twin ,Other,Other,Other,Privilege,Twin Privilege Room,
Other,Other,Other,Other,Privilege,Privilege Room,
Other,queen ,Other,Other,Privilege,Double Privilege Room Queen Size Bed,
Other,Other,suite ,Other,Privilege Suite,Privilege Suite,
Other,Other,suite ,Other,Privilege Suite,Suite - Privilege - Tower,
Other,Other,suite ,Other,Privilege Suite,Suite Privilege Suite Tower Wing,
Other,Other,quadruple ,Other,Quadruple,"Comfort Quadruple Room, 4 Bedrooms, No Windows",
Other,Other,quadruple ,Other,Quadruple,Quadruple Room,
single ,Other,Other,Other,Standard,Single - Private Bathroom,
single ,Other,Other,Other,Standard,Single - Room,
single ,Other,Other,Other,Standard,Single Room,
single ,queen ,Other,Other,Standard,Standard Room (1 Queen Or 2 Single Beds),
single ,Other,Other,Other,Standard,2 Single Beds Standard Smoking,
single ,Other,Other,Other,Standard,Standard - (2 Single Beds),
single ,Other,Other,Other,Standard,Standard 2 Single Beds,
single ,Other,Other,Other,Standard,Standard Room (2 Single Bed),
single ,Other,Other,Other,Standard,Standard Room 2 Single Bed,
single ,Other,Other,Other,Standard,Standard Room 2 Single Beds,
single ,Other,Other,Other,Standard,Standard Room With Two Single Beds,
single ,Other,Other,Other,Standard,"Standard Room, 2 Single Beds",
single ,Other,Other,Other,Standard,Standard Single  Room,
single ,Other,Other,Other,Standard,Standard Single Room,
single ,Other,Other,Other,Standard,Standard Two Single Bed,
triple ,Other,Other,Other,Standard,"Standard Room, Non Smoking (Triple Room)",
triple ,Other,Other,Other,Standard,Standard Triple Room,
twin ,Other,Other,Other,Standard,"Standard Room No Windows, 2 Twin Beds",
twin ,Other,Other,Other,Standard,"Standard Room, 2 Twin Beds",
twin ,Other,Other,Other,Standard,"Standard Room, 2 Twin Beds, Non Smoking",
twin ,Other,Other,Other,Standard,"Standard Room, Non Smoking (Twin)",
twin ,Other,Other,Other,Standard,Standard Twin (No Window),
twin ,Other,Other,Other,Standard,Standard Twin Room,
Other,Other,Other,Other,Standard,Standard,
Other,Other,Other,Other,Standard,Standard - Day Use Room 12 Hours,
Other,Other,Other,Other,Standard,Standard - Day Use Room 6 Hours,
Other,Other,Other,Other,Standard,Standard Room,
Other,Other,Other,Other,Standard,Standard Room (No Window),
Other,Other,Other,Other,Standard,Standard Room (Zen Room),
Other,Other,Other,Other,Standard,Standard Room With Window,
Other,Other,Other,Other,Standard,Standard Room Without Window,
Other,Other,Other,Other,Standard,"Standard Room, No Windows",
Other,Other,Other,Other,Standard,"Standard Room, No Windows, No View",
Other,Other,Other,Other,Standard,"Standard Room, Non Smoking",
Other,Other,Other,Other,Standard,Standard Room.,
Other,Other,Other,Other,Standard,Standard Window,
Other,king ,Other,Other,Standard,"Standard Room, 1 King Bed",
Other,king ,Other,Other,Standard,Superior King (No Window),
Other,queen ,Other,Other,Standard,Standard Queen,
Other,queen ,Other,Other,Standard,Standard Queen - No Window,
Other,queen ,Other,Other,Standard,Standard Queen Room,
Other,queen ,Other,Other,Standard,Standard Room With Queen Bed,
Other,queen ,Other,Other,Standard,"Standard Room, 1 Queen Bed",
Other,queen ,Other,Other,Standard,"Standard Room, 1 Queen Bed, No Windows",
Other,queen ,Other,Other,Standard,"Standard Room, 1 Queen Bed, Non Smoking",
Other,queen ,Other,Other,Standard,"Standard Single Room, 1 Queen Bed",
Other,queen ,Other,Other,Standard,"Standard, One Queen Bed",
Other,queen ,Other,Other,Standard,Superior Queen (No Window),
twin ,Other,deluxe ,Other,Standard Deluxe,Standard Deluxe Twin,
Other,king ,deluxe ,Other,Standard Deluxe,Standard Deluxe King,
double ,Other,Other,Other,Standard Double,Double Standard,
double ,Other,Other,Other,Standard Double,Standard  Double,
double ,Other,Other,Other,Standard Double,Standard  Double Room,
double ,Other,Other,Other,Standard Double,Standard - Double,
double ,Other,Other,Other,Standard Double,Standard - Double Room,
double ,Other,Other,Other,Standard Double,Standard Double,
double ,Other,Other,Other,Standard Double,Standard Double Room,
double ,Other,Other,Other,Standard Double,Standard Double Room (With Shared Toilet),
double ,Other,Other,Other,Standard Double,"Standard Double Room, No Windows - Room Only",
double ,Other,Other,Other,Standard Double,"Standard Double Room, Non Smoking",
double ,Other,Other,Other,Standard Double,Standard Double Window,
double ,Other,Other,Other,Standard Double,Standard Double With Shared Toilet,
double ,Other,Other,Other,Standard Double,"Standard Room No Windows, 1 Double Bed",
double ,Other,Other,Other,Standard Double,"Standard Room, Non Smoking (Double)",
double ,queen ,Other,Other,Standard Double,"Standard Double Room, 1 Queen Bed",
double twin ,Other,Other,Other,Standard Double,Double Or Twin Standard,
double twin ,Other,Other,Other,Standard Double,Double Or Twin Standard Room,
double twin ,Other,Other,Other,Standard Double,Double Or Twin Standard Without Window,
double twin ,Other,Other,Other,Standard Double,Double/Twin Standard,
double twin ,Other,Other,Other,Standard Double,Standard (Double Or Twin),
double twin ,Other,Other,Other,Standard Double,Standard Double Or Twin,
double twin ,Other,Other,Other,Standard Double,Standard Double Or Twin (Max 2 Pax),
double twin ,Other,Other,Other,Standard Double,Standard Double Or Twin (No Window),
double twin ,Other,Other,Other,Standard Double,Standard Double Or Twin No Window,
double twin ,Other,Other,Other,Standard Double,Standard Double Or Twin Room,
double twin ,Other,Other,Other,Standard Double,"Standard Double Or Twin Room, 2 Bedrooms, Smoking",
double twin ,Other,Other,Other,Standard Double,"Standard Double Or Twin Room, Shared Bathroom (Fan)",
double twin ,Other,Other,Other,Standard Double,Standard Double Twin,
double twin ,Other,Other,Other,Standard Double,Standard Double/Twin Room,
double twin ,Other,Other,Other,Standard Double,"Standard Room, 1 Double Or 2 Twin Beds",
double twin ,Other,Other,Other,Standard Double,Standard Twin Or Double,
double twin ,Other,Other,Other,Standard Double,Standard Twin/Double (New Wing),
double twin ,Other,Other,Other,Standard Double,Standard Twin/Double (Old Wing),
Other,Other,suite ,Other,Standard Junior Suite,Junior Suite Standard,
Other,Other,suite ,Other,Standard Junior Suite,Junior Suite Standard Zone,
Other,Other,suite ,Other,Standard Junior Suite,Standard Junior Suite,
twin ,Other,Other,Other,Standard Studio,Standard Studio (Twin),
twin ,Other,Other,Other,Standard Studio,Standard Studio Twin,
twin ,Other,Other,Other,Standard Studio,Standard Studio Twin Bed Room,
Other,Other,suite ,Other,Standard Suite,Standard Suite,
twin ,Other,superior ,Other,Standard Superior,Standard Superior Twin,
twin ,Other,superior ,Other,Standard Superior,Superior Standard Twin,
Other,Other,superior ,Other,Standard Superior,Standard / Superior,
Other,Other,superior ,Other,Standard Superior,Standard Superior,
Other,Other,superior ,Other,Standard Superior,Standard Superior No Window,
Other,Other,superior ,Other,Standard Superior,Superior Standard Zone,
Other,queen ,superior ,Other,Standard Superior,Superior Standard Queen,
Other,Other,superior suite ,Other,Standard Superior Suite,Superior Suite Standard,
Other,king ,Other,Other,Standart,King Room,
Other,king ,Other,Golf,Standart,"Room, 1 King Bed, Golf View",
Other,king ,Other,Other,Standart,"Room, 1 King Bed, Non Smoking",
Other,queen ,Other,Other,Standart,Queen Room,
Other,queen ,Other,Other,Standart,Queen/Queen,
double twin ,Other,Other,Other,Studio,Double Or Twin Studio,
single ,Other,Other,Other,Studio,"Studio, 2 Single Beds",
twin ,Other,Other,Other,Studio,Twin Studio Loft,
twin ,Other,Other,Garden,Studio,Garden View Twin Studio,
twin ,Other,Other,Other,Studio,Studio Twin,
twin ,Other,Other,Other,Studio,Studio Twin Room,
